business_types,legal_form,authorized_capital(thousands),revenue(millions),net_profit(millions),from
6,2,621421,87076,5834.905814571785,34
13,1,588045,20175,18695.409199856487,42
10,5,294385,61193,22671.459242129473,39
10,1,499379,43436,26465.570053628046,22
17,4,280470,85493,3386.654479890336,13
17,6,791290,98903,17998.65536265586,25
6,1,517331,44050,16149.148224417653,35
4,2,422535,22608,16635.574066927085,3
1,2,332801,82703,40167.88304030944,4
1,1,174209,38436,13384.549288126122,22
12,1,101135,25195,14684.86018044805,46
16,3,423323,88347,61676.83576948045,30
12,2,456992,95658,7431.489874081621,14
8,6,725075,15189,2985.403434231177,12
2,4,767686,5804,5236.61773681675,5
3,5,51883,3949,892.3673797730095,12
7,1,143930,3900,1897.9414844012454,25
5,5,631796,72457,45562.99481385802,26
10,6,442311,23590,16844.933930335403,35
11,4,881867,28524,152.26155606164653,32
17,1,905153,19860,10639.996897651961,45
21,3,552638,13946,3669.918990703972,4
11,4,851584,96420,95279.9872276616,31
12,5,6188,85364,28128.793945927722,20
7,6,614824,26353,4028.8712493558237,27
19,1,649526,54150,29725.304647291352,32
17,2,551553,99037,27565.77185621496,5
13,2,236227,10741,8315.500427561803,38
18,4,459733,41155,252.8943159254103,12
10,3,429255,81795,35638.322900541585,4
7,4,115882,74679,51874.125209436956,39
12,4,92355,12890,12075.272962376624,20
7,6,115700,79235,24176.336375156385,10
18,4,634665,62312,31649.96731287918,19
20,3,866360,10942,8544.629752489986,2
17,6,883725,78358,13048.158393307098,10
12,5,289534,45187,15503.891577674547,23
15,1,783794,23734,3478.3672785306876,14
4,3,802330,35632,33362.831312271046,46
17,1,338862,89285,69940.2188216184,42
14,4,206961,44975,28550.012752868006,5
18,4,545391,46168,40732.06315624591,13
8,6,220293,68331,35148.63030834225,14
17,5,381455,87871,35156.13858567736,6
4,2,782745,68212,11352.777936528471,32
3,2,196318,45996,34225.82237447423,43
16,1,135358,74315,65381.665876440224,4
20,6,900816,3523,2845.7162257153004,33
5,1,765098,26537,23437.242571145573,47
9,4,188947,3847,1631.5922528611945,26
20,6,933049,22231,16092.160396854235,37
11,3,396617,84691,22292.607386979344,40
18,5,739427,35477,34692.14710716681,26
9,6,509972,76151,21700.466912370124,13
17,1,45046,60990,57982.26148460446,18
18,4,591868,75789,68536.31283158857,24
8,6,520044,91342,19979.918319288652,22
3,2,60750,58844,27978.9443908494,4
8,5,693239,9620,5971.664404898113,6
8,4,5990,20110,13000.58903900729,29
5,5,558882,87987,62633.60759785051,10
2,4,791491,72949,49512.03778009548,7
20,6,523733,42502,20330.444462911786,12
13,5,332474,44434,11679.424659562274,34
19,3,683277,24674,14949.627398382949,13
20,5,362341,79928,10828.39903267273,20
16,2,987354,45797,39684.45710949371,31
16,2,159378,40212,16481.03335714918,38
2,5,945555,87343,35280.08794423698,15
5,3,897329,19119,16191.96477769554,25
7,2,847203,99185,24556.90504632218,27
12,1,619285,20927,15942.563241312457,12
18,4,102070,95537,43574.07441868254,32
8,2,910351,2726,2492.725167811872,18
1,6,433433,87159,65630.85903641474,22
10,2,210941,86560,32883.2918808582,47
18,1,153150,34210,15987.39008184958,13
10,6,427615,81847,79577.21277022445,6
7,3,936423,53202,38816.298955165774,39
4,5,369940,39356,12264.824982354303,44
17,4,265338,87447,34708.95242753482,45
7,4,778127,99418,37853.57332876722,13
9,2,151264,20680,20009.341423928483,10
6,5,173554,74644,50609.720718002114,9
19,1,609224,41516,11315.983114603843,42
17,6,515986,99992,144.37840902092157,10
11,4,610675,68351,45892.71854708264,29
3,5,402252,28220,23031.454784605372,27
19,4,788833,2540,745.1465992346394,36
3,3,983771,8140,1087.0589714791445,3
3,5,644542,2918,2890.8187891517346,37
4,5,919192,18191,5076.953971132981,40
12,5,402654,12719,10478.224251183741,11
7,4,102364,81155,79581.64189170941,46
4,3,717477,58731,35488.73428615029,1
11,1,59398,10130,4470.7358684847295,33
2,3,982180,64245,477.52984275090876,46
15,2,857221,80553,44076.96834070591,40
15,2,269286,87161,55858.10399939009,44
7,3,255919,20976,1847.4596877503948,48
4,4,635828,88651,85997.47388467031,32
17,5,350965,11588,10928.679217399758,6
5,2,424261,94554,75013.18002711282,42
20,1,221962,58660,51904.20029927146,22
10,4,830513,59205,46227.6059626439,34
2,6,977199,22067,7956.67370375183,5
14,5,502810,81525,72910.81095579932,2
9,6,311185,88875,45040.22851818148,37
3,2,617475,74984,33239.694966866686,26
16,6,798257,36556,29372.39147763,4
3,3,776455,88225,73666.85304370301,4
12,5,772670,95564,78604.01166407521,14
12,3,361001,98481,38129.89305439129,13
8,6,211039,29625,14214.584110952434,40
19,6,625742,97879,31765.5418149176,3
10,4,191873,84367,81774.60334145537,11
10,6,906109,54610,9233.131113004314,19
20,2,509064,14466,12302.899682349824,12
16,4,243125,36416,5174.6257463035345,13
20,4,782190,7594,3036.3367142350144,10
11,4,54275,52709,23242.538983836122,24
13,2,165498,30096,1324.166677608201,24
14,5,401614,36630,457.2590288937252,36
17,4,537068,96001,11638.301468113475,32
8,6,250172,90538,81348.82679881153,8
9,4,708406,74411,55939.88724280425,36
16,1,579255,89043,52376.382722152404,8
19,3,499659,5087,2259.5845108180647,44
21,6,501427,49153,46701.58552253389,13
13,2,619985,95797,34165.52881680188,31
8,3,332476,94618,3998.041244547059,18
2,1,62470,57733,52050.94022737435,6
20,3,217638,42373,14870.98471140749,36
11,4,526897,26869,23863.268745747904,1
9,6,317628,92883,21298.331050890803,39
17,1,456620,49774,20216.45470125221,7
4,4,319621,16177,5637.331741402135,27
21,2,575256,99546,75986.9333759191,17
6,4,927258,46794,43663.100927007385,16
11,4,751936,56151,22825.26209902465,23
21,4,307024,13354,12670.761049518813,17
18,3,603748,33893,30647.92803600932,48
2,3,170225,12182,7004.780689972552,25
19,6,327613,57971,53027.70318325012,21
3,3,553286,60979,1035.7261067960349,38
14,2,577818,81651,9547.298250329392,25
20,5,631964,94469,35848.24958145503,39
1,1,529633,12284,4696.074032118798,42
11,5,352803,72679,46951.350697457245,43
11,4,467533,4103,3894.16433635278,36
19,4,777038,4008,702.4485587749169,22
8,6,740259,60438,30934.840844422364,39
8,4,949361,5703,2013.5309142206208,32
18,3,7070,30956,18958.762746063945,38
6,5,724248,15581,10803.025642169012,9
17,1,756220,3418,1417.5142280638977,9
3,5,897362,2950,1185.260666238315,47
15,1,252122,67155,61789.91452435035,21
6,1,320129,70235,63777.68078200715,3
11,5,155540,65392,13019.656021889046,47
16,6,416038,70604,50748.4101605541,2
2,1,101430,5809,519.764216279112,34
14,3,981018,1781,45.45637227078142,19
20,6,322407,17258,16958.8249667267,2
13,2,592185,62313,33904.664684369134,42
7,1,276373,93809,18172.297297080662,42
3,1,62018,86630,68919.80715859728,34
21,1,751740,31612,16518.985491903717,46
16,3,546824,20614,5931.580111995452,9
21,3,152953,26332,11203.093786762072,27
12,4,737952,73188,31030.15255645637,10
4,4,670759,56726,8454.034473485755,44
8,6,207574,62464,49643.78992636511,47
1,3,740224,28442,3145.4717074688747,2
12,5,404835,27613,21822.119580505023,18
3,3,923128,44346,8620.674831375421,31
13,2,626800,66132,63121.22243424429,10
19,2,779668,12919,4115.541285037108,40
6,3,833630,22757,13051.508417183335,42
16,2,316931,25417,5047.801138540358,5
18,4,84093,28905,13383.562338090662,1
3,3,598813,49808,22943.31513528209,39
6,1,220898,20899,18629.782380627687,2
9,4,89105,18045,1690.894271447859,16
12,1,846387,16855,16288.605257769557,45
21,5,268516,91669,82361.49892196691,45
13,6,727896,50575,15329.663483316857,20
6,5,46081,89397,19023.336319237285,20
5,1,228428,21524,6147.2597041888375,41
2,5,920729,42540,33760.96806339851,22
2,2,397435,20410,6514.311203584792,29
21,3,317533,55792,27706.7119575534,22
10,5,280253,4015,3748.6320230711513,3
10,3,917215,8396,6641.271640212605,40
18,5,512414,562,153.91540818570067,27
5,3,376407,13422,5019.604617049797,48
7,4,369970,99006,58903.72793665715,7
18,2,792496,56316,24513.93552437912,28
15,3,73396,37139,34968.56399193902,39
13,5,626976,88285,75136.35393325235,37
1,6,40072,34601,27198.776813266537,32
18,6,341895,32282,13091.795937307705,15
19,4,42987,18648,12764.417310611741,15
15,1,221532,85117,72796.47661352443,25
3,2,758223,85872,10.582462700488424,4
15,2,190566,14597,13061.84220650712,17
18,3,69593,43573,27093.395660787468,4
7,4,66611,35470,2610.6314437916794,1
11,6,74724,89961,41876.77034244394,43
9,5,976944,39454,7096.726713273333,9
15,2,3526,10176,448.25364475522525,16
11,6,697479,35670,27002.282799733795,10
10,3,28872,40748,25106.920592369435,34
16,5,510531,80436,51549.6158079572,9
13,1,957917,65768,5401.253262728045,2
2,3,99681,74583,43016.541123714545,33
11,4,784752,42745,7314.392650052062,20
18,2,274455,48371,32538.169182082544,38
10,5,490002,42544,8325.147482817492,42
21,1,31996,95693,81191.66685566898,39
11,3,155467,34653,15473.269856801806,9
4,1,863389,83618,45879.164872228284,43
18,3,695203,28685,8277.79355638916,39
16,3,617820,39789,11289.45244473231,39
10,4,964053,496,83.92006439853928,30
9,5,44112,62834,42989.72716463744,29
20,3,786531,23081,5605.203566110688,28
10,5,433656,72925,4461.317528716398,39
10,1,179418,56510,27206.588883317312,4
1,2,232536,5181,2710.531337461875,26
14,1,15403,54694,9435.52091440202,31
9,4,361611,94312,46997.900308307464,30
20,5,312899,36028,20703.825546663666,19
8,6,230786,49830,30647.6754196175,28
21,6,734698,56130,2763.6534220436756,22
9,3,304173,23413,20822.45570362976,47
1,2,210681,40517,5810.0530540775535,31
13,1,268648,59144,51464.310682230775,48
7,5,836515,10651,1292.6888705505137,3
4,2,44300,97735,30109.39884165729,38
21,5,772925,29156,27540.603566793594,19
20,3,666268,48701,584.8193466780926,20
5,1,705991,42920,24947.48556379164,38
15,1,138418,70914,7836.681647679721,8
14,2,175888,15319,10096.400457953265,16
14,6,252379,48615,28175.679053235788,46
9,1,62063,90955,54520.281573182474,40
19,2,577913,89464,74384.26422699173,48
13,5,768475,93431,916.5111883520023,26
9,4,227593,60363,49509.283425859234,39
4,4,294848,43087,12122.46714901636,32
4,3,654027,11915,9915.021165084472,27
16,6,902390,21269,20451.693387837437,8
11,6,339309,64078,41178.31340180626,32
12,2,652159,75546,41953.12914494161,39
7,4,576120,28900,17718.03107747879,19
12,3,172781,77237,58583.278129174185,10
10,5,867296,70253,43453.16684484468,32
13,3,943354,32073,28094.025085852038,48
4,3,858901,72972,35805.72453199412,28
15,4,267291,2906,521.6594340318012,19
18,5,443084,19297,962.2697081938547,22
15,3,728062,38537,25508.026960672447,14
5,2,814622,37850,1703.3399782190163,32
9,6,388886,7632,3352.8979931611743,47
17,3,814734,36252,19959.46624845551,20
16,5,901397,89709,38276.577042955934,22
18,3,639484,79970,66514.84822590915,5
9,3,86144,70193,58002.029632181635,5
4,1,595367,16956,7254.4736001636475,27
5,6,647554,70220,13963.736158688498,7
8,4,533141,81376,41013.52361296209,20
16,1,855660,37307,20790.6314306788,3
16,3,589744,80268,63243.06727251319,17
21,2,259477,46263,39630.07660929354,40
4,3,200187,42008,31650.04867530585,19
10,6,413662,40678,4923.316426715523,22
9,3,356631,53598,36213.68927621196,28
11,3,15626,64435,47355.01765892082,2
21,6,539585,44623,23432.007384705263,27
10,1,245954,37742,8279.82789632708,17
9,3,329131,34234,33806.2115814846,26
3,2,965149,76365,13498.21925091911,33
1,6,681440,39292,12983.17290090383,27
6,6,381494,33649,9042.963597088428,48
20,5,315633,57351,50437.89234467612,31
15,4,814076,15901,4192.58102477491,47
21,5,504696,3110,493.3047026752926,5
14,4,629464,69868,6298.459819383779,40
21,2,739983,55398,27430.412365519234,13
2,5,616374,64877,36326.7280898683,13
3,5,897383,91604,5728.008071295785,9
6,5,482213,39746,20430.6176755233,5
1,2,590461,35878,2944.54091579222,29
19,6,549659,23991,4381.941258263188,17
1,3,568188,35600,9864.793132341649,41
12,2,883526,28891,4613.183926232093,1
11,1,411641,61319,22811.218680383896,22
5,1,129639,23917,6171.707432333924,34
2,4,281537,97266,21325.93378778273,35
20,5,304420,69229,48587.629644877336,25
2,6,567971,42948,8810.081348638369,37
12,2,855157,78701,16034.878663935766,38
13,3,250561,89776,38663.14753158449,30
12,4,603634,50420,11091.586445484763,7
8,1,146546,83945,5052.580088023562,9
7,2,198003,8971,8947.04382527242,11
18,4,478357,67358,57287.64938759427,36
8,5,246740,64164,44846.774499409694,41
21,4,937081,10622,814.2511532485945,15
20,4,878170,70524,40358.923836912974,28
15,3,648442,82768,75691.76173965956,42
13,6,138051,8562,7762.239571307073,7
4,2,189424,83980,9295.974117554642,26
11,5,917744,40696,31990.232769565137,11
10,4,403734,72955,35715.151698172274,33
15,3,497708,20196,12873.54321115729,24
11,3,290865,17916,7530.969634190469,0
17,4,294510,3382,1893.2921480665855,29
6,2,660246,88733,46241.247776369695,27
4,4,385519,83703,72829.52609422174,15
3,3,434465,72975,30223.307246548633,10
1,6,188361,6008,1860.8454574967109,14
4,5,308769,94854,41085.25589241047,16
13,2,300159,59570,50049.44639083948,27
19,2,223701,59602,46029.69483889516,3
7,3,634504,12673,2627.1523179806227,46
21,3,628946,40568,5560.426148845823,6
1,4,679892,95128,91660.81055103337,44
1,3,44001,13203,11255.287060006827,48
4,6,875221,11310,10824.647233890071,6
7,6,2179,848,341.8777909178575,5
12,5,843562,67865,32373.87640580214,20
10,3,218402,34761,189.44084913885,33
20,1,913474,16368,2356.1178363214494,25
6,2,822754,48326,28995.30803027588,10
1,6,381656,63641,24573.359576037194,0
1,2,243951,18830,9993.189566605528,21
13,1,344700,85130,35423.74182088593,8
13,3,875614,10847,5528.8803263740665,26
18,4,974392,62716,47718.77276571252,12
11,4,464298,15109,3102.275381695315,16
21,1,449191,9933,9214.882815018573,28
6,1,184864,53880,47530.92850284954,3
18,1,978527,83070,72570.52425545444,36
2,3,649976,8797,2564.554608802897,41
2,1,337032,5614,1255.2700240246324,5
5,2,577464,43995,43801.53820633891,23
12,3,771656,42642,34692.78735856582,6
14,5,913536,67305,35803.34151216144,25
2,4,580311,13947,5083.990695662062,39
19,2,976832,82321,71876.50377264964,20
12,1,401991,94303,61653.82174846284,13
21,1,321518,17760,7346.121368852441,21
5,4,521589,28098,17054.770618586103,7
18,5,232788,96820,36122.805070274306,43
21,5,104098,39753,17997.75085830747,35
13,1,729602,36330,11475.028661259628,1
7,4,360771,38876,22711.85233260527,29
13,6,582790,25201,22114.479462170126,48
15,4,69889,96356,78723.63929107523,0
13,5,246764,66315,49816.36974619873,12
5,5,745408,45248,23313.844054705944,5
1,2,254797,82268,1254.9550009018847,13
10,1,445327,38048,34357.033610159495,39
5,2,378602,80532,7142.406104379305,37
18,5,756017,53720,40965.71904023951,10
2,2,881290,68569,52432.0676819706,43
18,1,326261,29807,24670.796522829398,33
7,5,309903,72889,36113.8493573295,35
13,4,101163,3377,972.0097512437636,23
9,5,895636,40676,26238.179029879855,43
10,2,657468,46479,33890.438380924745,9
13,1,638604,42181,18113.812256870668,45
14,5,302592,15811,4672.094516216729,8
17,5,100326,68801,24741.93125391897,1
15,5,505346,51958,9511.421336244117,12
1,2,235547,38763,10251.591263601327,11
6,2,907729,85300,9038.058922395923,13
12,5,575984,99356,17213.95602049203,33
3,2,657477,67755,6996.140356941123,21
17,6,51848,62971,60327.92775806142,40
16,3,515500,33790,6072.940721592238,33
17,3,44086,52674,6066.405874929839,27
3,3,614584,12523,9402.198945249707,15
8,2,505276,78124,38976.64991711673,2
9,5,751000,55221,46184.206609059824,0
14,6,650536,56310,56063.75213151461,33
17,3,898879,92689,66845.87005685516,45
6,1,779855,4466,797.2354422294408,37
21,4,925268,51871,18247.93978453341,27
2,2,30388,21196,12470.304351698276,3
21,5,459142,41982,20610.204352869798,11
11,3,334157,47859,9287.647894547707,19
10,6,592713,48435,17638.015903076564,48
16,2,662343,26181,370.46759343078935,8
9,1,787469,34706,4826.173428249476,6
13,2,445963,31398,21517.97517921585,44
1,5,100872,35566,18421.49140902959,1
1,3,373567,28124,8967.366781135335,45
2,2,165602,14725,9190.082458339188,15
8,3,981566,45739,37847.734715369836,42
20,6,742636,65616,29514.945163823777,35
13,6,316789,51331,35424.35288189292,36
12,5,927095,90473,79833.19113497449,18
1,1,460602,10311,8532.548683623163,29
15,5,378952,87432,65645.06829368329,14
2,5,548198,57758,35372.53343597072,34
17,4,248093,56430,11756.92072009153,42
2,5,147339,41118,19442.123885703655,38
1,2,618575,38658,20056.072861166158,37
13,4,243649,33187,16762.237086464687,48
4,3,281810,44216,25688.708478442786,29
4,2,841318,73848,48071.083881629675,11
17,6,71118,23369,9822.681034679914,35
5,5,547865,38331,883.1064664529719,42
14,1,740120,33260,1686.7291525962826,6
7,1,796983,9426,5937.040626278461,31
10,5,616179,53681,43982.84003313312,10
3,6,201144,59786,49712.02353780604,41
3,1,604375,47855,13779.505975298427,47
16,2,398354,95246,29737.72022022507,47
11,3,275655,94135,7850.954194502864,27
5,6,419164,28787,21826.799509894194,33
11,2,119014,64590,28531.657275619717,26
18,6,979219,5985,4308.063998661496,23
9,6,302987,86433,23254.747961757188,31
5,2,505258,87940,10758.424633095665,11
21,3,198665,9221,3577.5359993120037,36
13,4,241311,86915,53040.88592315304,36
12,2,643275,33618,4309.096396829734,45
15,2,559928,88004,33902.519232310384,4
19,4,411603,15227,5699.155130836852,23
6,4,970807,8139,6306.249475327359,1
2,3,575896,60929,6091.0774051939825,46
2,1,892571,73164,28917.324555443305,37
20,4,825505,29014,25060.09309103351,13
5,1,292209,59730,33721.870562184406,20
5,4,746518,88316,3753.603115114204,5
14,3,695175,91806,73791.20640693589,47
17,3,572256,19530,13590.104135890284,2
2,3,841543,71296,22870.707321064074,28
20,1,648490,29138,19132.18517140991,0
20,5,817217,40370,15480.406575903977,23
14,6,904757,89967,2249.4869448283075,18
16,5,489420,32694,5126.529616057425,5
8,4,397191,30793,6729.752576590275,32
17,2,366266,30425,24028.01071661457,38
11,2,823987,93329,59581.08803824048,36
2,4,108842,7659,6185.099252872155,33
5,6,248256,6582,4502.205843766847,18
5,2,250114,73496,22467.477865808094,25
5,3,740027,55270,55232.70189011012,14
11,3,85081,8250,2690.7242163981923,23
13,1,177902,73974,21714.53971857013,36
11,3,180859,28070,18792.153139902715,46
21,5,918601,38210,14238.081024065137,17
8,6,404778,9429,7615.434032260612,18
13,1,624155,32246,15031.78306196615,42
12,2,757223,33458,27696.503240472328,44
10,2,625145,1723,1637.3050321931325,3
1,3,805905,99113,67410.0227459814,40
9,4,891291,17323,8085.521179095117,9
20,1,28295,771,217.74004775726868,4
11,3,52986,61884,8349.336706831547,36
10,2,100576,78477,31968.68810189904,44
6,5,588711,71371,70104.81838098326,23
11,1,198692,7892,1834.6399881550003,4
19,2,126710,56629,49482.74229529039,38
16,5,775458,38995,9915.086855980604,44
1,6,478194,6207,3110.7399586474753,35
19,3,266582,66357,40716.20013873082,13
8,1,69412,40540,596.4244936313535,5
